,avgSeatView,avgShowView,boxRate,boxSplitUnit,movieInfo,showCount,showCountRate,splitBoxRate,splitBoxSplitUnit,sumBoxDesc,sumSplitBoxDesc,imdb,duration,datePublished,genre,ratingValue,ratingCount,bestRating,worstRating,ratingPercentage1Star,ratingPercentage2Star,ratingPercentage3Star,ratingPercentage4Star,ratingPercentage5Star,betterThan,shortReview,reviewRating,helpful,totalReviews,playSources,director,author,actors,description,url,doubanDataRaw
